White Username,Black Username,Time Control,Game Result,Date,White Elo,Black Elo,Opening,Moves
uzielchess,Tejas299,300,0-1,2021.03.22,889,889,A40,1. d4 e5 2. dxe5 Nc6 3. Nf3 d6 4. exd6 Bxd6 5. Nc3 Nf6 6. Bg5 Bg4 7. Nd4 Nxd4 8. Qxd4 c5 9. Qe4+ Qe7 10. Qa4+ Bd7 11. Qb3 O-O 12. Nd5 Qe8 13. Bxf6 Be6 14. Bh4 Qc6 15. e4 c4 16. Bxc4 Rfe8
danfk91,Tejas299,300,1-0,2021.03.22,930,882,C45,1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. d5 Nd4 5. Nxd4 exd4 6. Qxd4 Nf6 7. Be2 c5 8. dxc6 bxc6 9. c4 Qa5+ 10. Bd2 Qe5 11. Qxe5+ dxe5 12. Nc3 Rb8 13. b3 Bc5 14. O-O Bd4 15. Rfd1 Nxe4 16. Rac1 Nxd2 17. Rxd2 Bc5 18. Rcd1 Bf5 19. Na4 O-O 20. Nxc5 h6 21. Bd3 Be6 22. Be4 f5 23. Nxe6 fxe4 24. Nxf8 Rxf8 25. Rd8 c5 26. Rxf8+ Kxf8 27. Rd5 g5 28. Rxc5 Ke7 29. Rxe5+ Kf6 30. Rxe4 Kf5 31. Re8 h5 32. Ra8 h4 33. Rxa7 g4 34. Ra5+ Kf4 35. c5 g3 36. fxg3+ hxg3 37. hxg3+ Kxg3 38. c6 Kf4 39. c7 Ke3 40. c8=Q Kd4 41. Qg4+ Kc3 42. Qc4+ Kb2 43. Qe2+ Kc3 44. Rc5+ Kb4 45. Qc4+ Ka3 46. Qa4+ Kb2 47. b4 Kb1 48. b5 Kb2 49. b6 Kb1 50. b7 Kb2 51. b8=Q+ Ka1 52. Qd1+ Kxa2 53. Qa4#
faroukfethi,Tejas299,300,1-0,2021.03.22,864,880,C21,1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Nf6 6. Qb3 Qe7 7. e5 Ne4 8. Nf3 Nc5 9. Qe3 d6 10. O-O Nc6 11. Ng5 Nxe5 12. Bxe5 dxe5 13. Bxf7+ Kd8 14. Rd1+ Bd7 15. Nc3 h6 16. Qxc5 Qxc5 17. Ne6+ Kc8 18. Nxc5 Bxc5 19. Nd5 Bd4 20. Rac1 c6 21. Kf1 Kb8 22. Ne7 Re8 23. Ng6 Rd8 24. Ke2 a5 25. a4 b6 26. Kd3 Ra7 27. Ne7 Rc7 28. f3 Rf8 29. Bh5 b5 30. axb5 cxb5 31. Rxc7 Kxc7 32. Nd5+ Kd6 33. Nb6 Bf5+ 34. Ke2 b4 35. Nc4+
Rim_Tanaka,Tejas299,600,0-1,2021.03.23,1221,1214,C45,1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. d5 Nd4 5. Nxd4 exd4 6. Qxd4 c5 7. dxc6 bxc6 8. Be3 Qa5+ 9. Bd2 Qb6 10. c3 Qxb2 11. e5 Qxa1 12. exd6 Qxb1+ 13. Ke2 Qb5+ 14. Ke1 Qd5 15. Qxd5 cxd5 16. Bb5+ Bd7 17. Bxd7+ Kxd7 18. Kd1 Bxd6 19. Re1 Nf6 20. Bg5 Rhe8 21. Rxe8
Elmasmaximo,Tejas299,300,1-0,2021.03.24,873,856,C20,1. e4 e5 2. d3 Nc6 3. f4 Qh4+ 4. g3 Qf6 5. f5 Nd4 6. Nh3 d6 7. Bg5 Qxg5 8. Nxg5 Be7 9. Qh5 g6 10. fxg6 fxg6 11. Qh4 h6 12. Bg2 Bxg5 13. Qxg5 hxg5 14. c3 Nc2+ 15. Kd1 Nxa1 16. Rf1 Ne7 17. Nd2 Bg4+ 18. Kc1 Rxh2 19. Bf3 Bxf3 20. Rxf3 Rh1+ 21. Nf1 g4 22. Rf6 Nc6 23. b4 O-O-O 24. Kb2 Nc2 25. Kxc2 g5 26. Kb3 Ne7 27. Ne3 Rg1 28. Nxg4 Rxg3 29. Nh6 Rxd3 30. Rf7 Ng8 31. Nxg8 Rxg8 32. a4 g4 33. Rf1 g3 34. Rg1 g2 35. Kc2 Rf3 36. Kd2 Rf1 37. Rxg2 Rxg2+ 38. Kd3 Rf3+ 39. Kc4 Rg4 40. Kd5 Rd3+ 41. Ke6 Rxc3 42. b5 Rxe4 43. a5
obsaaa,Tejas299,300,0-1,2021.03.24,837,864,C50,1. e4 e5 2. Bc4 Nc6 3. Nf3 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. d3 Be6 7. Nxe6 fxe6 8. O-O Bd6 9. Qf3 Nd4 10. Qd1 Nb4 11. Na3 O-O 12. c3 Nd5 13. cxd4 exd4 14. Nb5 Be5 15. f4 Bxf4 16. Bxf4 Rxf4 17. Rxf4 Nxf4 18. Qg4 Qf6 19. g3 Nd5 20. Rf1 Qe7 21. Nxd4 c6 22. Nxe6 Ne3 23. Qxg7+ Qxg7 24. Nxg7+ Kxg7 25. Rf7+ Kg6 26. Rxb7 Rf8 27. Rc7 Rf1#
go1_go_go,Tejas299,300,1-0,2021.03.24,896,863,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 d6 5. dxe5 dxe5 6. Qxd8+ Kxd8 7. Bd2 Be6 8. a3 Nd4 9. O-O-O Bc5 10. Nxe5 Re8 11. Nd3 Bb6 12. e5 Nd5 13. Nxd5 Bxd5 14. Bc3 f6 15. exf6 gxf6 16. Nf4 Bc6 17. Bxd4 Re4 18. Bxb6+ Kc8 19. Bxc7 Kxc7 20. Nd3 Rae8 21. f3 Re3 22. Nb4 Re1 23. Bd3 Rxd1+ 24. Rxd1 Ba4 25. Bxh7 Re2 26. Bd3 Rxg2 27. h4 Rh2 28. Nd5+ Kd6 29. Be4 Ke5 30. b3 Bc6 31. Ne7 Rxh4 32. Nxc6+ bxc6 33. Bxc6 Kf4 34. Rd7 Rh1+ 35. Kb2 Rh2 36. Rxa7 f5 37. Ra4+ Ke3 38. Rc4 f4 39. a4 Rd2 40. a5 Ke2 41. b4 Kd1 42. Kb3 Kc1 43. c3 Rb2+ 44. Ka4 Kb1 45. Kb5 Ka2 46. Rxf4 Ka3 47. Rc4 Kb3 48. a6 Rc2 49. Rc5 Rxc3 50. Rxc3+ Kxc3 51. f4 Kd3 52. f5
MonsterEnerg,Tejas299,300,1-0,2021.03.24,845,854,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. Nc3 Be6 5. Nd5 Nf6 6. a3 Nxd5 7. exd5 Qg5 8. dxe6 Qxg2 9. exf7+ Ke7 10. Rg1 Qh3 11. Rg3 Qf5 12. d3 Nd4 13. Nxd4 exd4 14. Bg5+ Kd7 15. Qe2 d5 16. Ba2 Qxf7 17. O-O-O Bd6 18. Rf3 Qg6 19. Bf4 Bxf4+ 20. Rxf4 Qg5 21. Qd2 Rae8 22. Rxd4 Qe5 23. Rxd5+ Qxd5 24. Bxd5 Re5 25. Ba2 Rhe8 26. d4 Re2 27. Qc3 Rxf2 28. Rd2 Rf1+ 29. Rd1 Rxd1+ 30. Kxd1 b5 31. Qh3+ Kc6 32. Qxh7 Re7 33. Qg6+ Kb7 34. Bd5+ c6 35. Bf3 Re3 36. Qxg7+ Kb6 37. Qf6 a6 38. d5 Kc5 39. dxc6 Kc4 40. c7 b4 41. c8=Q+ Kb5 42. Qcc6+ Ka5 43. Qxa6#
Skipper8387,Tejas299,600,0-1,2021.02.02,1182,1166,B23,1. e4 c5 2. Nc3 Nc6 3. Nf3 g6 4. d3 Bg7 5. Bd2 Nf6 6. Qe2 O-O 7. O-O-O b6 8. a3 Bb7 9. Nd5 e6 10. Nxf6+ Qxf6 11. Bg5 Qxb2+ 12. Kd2 Bc3+ 13. Ke3 Bd4+ 14. Nxd4 Qxd4+ 15. Kd2 Qa4 16. h4 Nd4 17. Qe3 Qxc2+ 18. Ke1 Qc3+ 19. Rd2 Qc1+ 20. Rd1 Qxa3 21. h5 Nc2+
loay04,Tejas299,600,1-0,2021.02.02,1142,1150,B20,1. e4 c5 2. Qh5 b6 3. Bc4 g6 4. Qd5 e6 5. Qxa8 Qc7 6. Nc3 d6 7. Nb5 Qb7 8. Qxa7 Qxa7 9. Nxa7 Bb7 10. Nb5 Bxe4 11. d3 Bxg2 12. Bf4 Bxh1 13. Bxd6 Bxd6 14. Nxd6+ Kd7 15. Nxf7 Bd5 16. Bxd5 exd5 17. Nxh8 Nf6 18. Nf7 Nc6 19. O-O-O Nb4 20. Kb1 Ke6 21. Nd8+ Kd7 22. Nb7 Kc7 23. Nxc5 bxc5 24. Nf3 Ng4 25. Rd2 c4 26. dxc4 dxc4 27. Rd4 Kc6 28. Rxg4 h5 29. Rxg6+ Kb5 30. Rh6 c3 31. b3 Kc5 32. Rxh5+ Kd6 33. Nd4 Nd5 34. Nb5+ Kc5 35. Rxd5+ Kxd5 36. Nxc3+ Kd4 37. Kb2 Ke5 38. a4 Kd6 39. a5 Kc7 40. h4 Kb7 41. h5 Ka6 42. b4 Kb7 43. h6 Ka6 44. h7 Kb7 45. h8=Q Kc6 46. a6 Kb6 47. Qf6+ Ka7 48. Nb5+ Ka8 49. a7 Kb7 50. Qf3+ Kb6 51. a8=Q Kxb5 52. Qd3+ Kxb4 53. Qaa3#
ceaumar1,Tejas299,600,0-1,2021.02.28,1117,1157,C44,1. e4 Nc6 2. Nf3 e5 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nc3 Bb4 7. Qd4 Rb8 8. e5 Nd5 9. Bd2 c5 10. Qxd5 O-O 11. a3 Ba5 12. Qxc5 d6 13. Qxa5 Rxb2 14. Bd3 Be6 15. Qxa7 dxe5 16. Qe3 f6 17. O-O Rb6 18. Rab1 Rd6 19. Rb7 c6 20. Ne4 Rd7 21. Rxd7 Qxd7 22. Nc5 Qf7 23. Nxe6 Qxe6 24. Bb4 Rf7 25. Qe4 g6 26. Bc4 Qe8 27. Bxf7+ Qxf7 28. Qxc6 Kg7 29. Rd1 Kh6 30. Rd7 Qa2 31. Qxf6 Qa1+ 32. Rd1 Qxd1+ 33. Be1 Qxe1#
edsonschinato,Tejas299,600,1-0,2021.02.28,1114,1140,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. O-O Nd4 6. Nxe5 O-O 7. Bxf7+ Rxf7 8. Nxf7 Kxf7 9. Nc3 b6 10. Bg5 Bb7 11. Qh5+ g6 12. Qh4 Be7 13. e5 Ng8 14. Qxh7+ Ke6 15. Qxg6+ Kxe5 16. Rfe1+ Ne2+ 17. Rxe2+ Kd4 18. Re4+ Bxe4 19. Qxe4+ Kc5 20. Qd5+ Kb4 21. a3#
amin869,Tejas299,600,0-1,2021.02.28,1155,1134,B20,1. e4 c5 2. d3 Nc6 3. h3 b5 4. a3 Bb7 5. Nc3 a6 6. Be2 Nf6 7. Bf3 g6 8. Bg5 Bg7 9. Bf4 O-O 10. e5 Nh5 11. Bxh5 gxh5 12. Qxh5 e6 13. Qg4 f5 14. Qg3 Qc7 15. Bh6 Qxe5+ 16. Qxe5 Nxe5 17. Bf4 Rfe8 18. Rd1 Bxg2 19. Rh2 Nf3+ 20. Nxf3 Bxf3 21. Rd2 b4 22. Ne2 e5 23. Bg3 bxa3 24. bxa3 Rab8 25. Kf1 Rb1+ 26. Nc1 Rxc1+ 27. Rd1 Rxd1#
Jesuseyitan,Tejas299,600,1-0,2021.02.28,1169,1135,C00,1. d4 e6 2. e4 c5 3. Nf3 Nc6 4. d5 exd5 5. exd5 Nb4 6. c3 Na6 7. d6 Qb6 8. Qe2+ Kd8 9. Ne5 Nh6 10. Bxh6
mino74,Tejas299,600,1/2-1/2,2021.02.28,1132,1135,A40,1. d4 e5 2. dxe5 f6 3. exf6 Nxf6 4. Bg5 Be7 5. Nc3 O-O 6. h4 h6 7. Be3 Ng4 8. Qd2 Nc6 9. f3 Nxe3 10. Qxe3 Bxh4+ 11. Kd1 Bg5 12. Qd3 d6 13. Ne4 Bf5 14. Qd5+ Kh8 15. Nh3 Be7 16. g4 Nb4 17. Qxb7 Bxe4 18. Qxb4 Bg6 19. f4 d5 20. Qd4 Bf6 21. Qf2 d4 22. g5 hxg5 23. Nxg5+ Kg8 24. Ne6 Qd5 25. Rg1 d3 26. exd3 Bh5+ 27. Be2 Bxe2+ 28. Qxe2 Rae8 29. Re1 Kf7 30. Qh5+ Qxh5+ 31. Kd2 Rxe6 32. Rh1 Qe2+ 33. Kc1 Qe3+ 34. Kb1 Qxf4 35. a3 Qd4 36. Ra2 g6 37. Rh7+ Ke8 38. Rh1 Qe3 39. Ra1 Qd4 40. Ra2 Re2 41. Rd1 Kf7 42. Rf1 Kg7 43. Rd1 Rfe8 44. c3 Qe3 45. b4 Rxa2 46. Kxa2 Bxc3 47. Kb3 Qe2 48. Rb1 Qxd3 49. Rc1 Bd2+ 50. Rc3 Bxc3 51. Ka4 Qc2+ 52. Kb5 Re5+ 53. Ka6 Bxb4 54. Kb7 Qa2 55. Kc6 Qxa3 56. Kd7 Qa4+ 57. Kd8 Qa5 58. Kd7 c5 59. Kc6 c4 60. Kd7 c3 61. Kc6 Qa6+ 62. Kd7 Re6 63. Kd8 Re7
OzanOzmol,Tejas299,600,1-0,2021.02.28,1126,1120,D00,1. d4 d5 2. Nc3 Nf6 3. f3 g6 4. e4 Bg7 5. e5 Nh5 6. Bb5+ Bd7 7. Qd3 c6 8. Ba4 Na6 9. g4 Nb4 10. Qe2 b5 11. Bb3 a5 12. gxh5 a4 13. Bxd5 Nxd5 14. Nxd5 cxd5 15. hxg6 hxg6 16. a3 Qb6 17. Be3 b4 18. axb4 Qxb4+ 19. c3 Qxb2 20. Qxb2
Patelisa,Tejas299,600,0-1,2021.02.28,1083,1127,A40,1. d4 e6 2. Nf3 c5 3. Bg5 Nf6 4. a3 c4 5. c3 b5 6. b4 Nc6 7. a4 Ba6 8. a5 Bb7 9. e3 Be7 10. Nbd2 O-O 11. Bh4 Nd5 12. Qc2 Bxh4 13. g3 Be7 14. h4 Nf6 15. Bg2 d5 16. h5 h6 17. Bh3 Rc8 18. Bg4 Nxg4 19. Ng5
Artur0207730,Tejas299,600,0-1,2021.02.28,1147,1136,B23,1. e4 c5 2. Nf3 Nc6 3. Nc3 b6 4. Bc4 e6 5. O-O Nf6 6. Re1 Bb7 7. d3 Bd6 8. Nb5 Be7 9. Bf4 d6 10. e5 dxe5 11. Nxe5 Bd6 12. Nxd6+ Qxd6 13. Nxf7 Qxf4 14. Nxh8 Ke7 15. Rxe6+ Kd7 16. Nf7 Ng4 17. g3 Qxf7 18. Rd6+ Kxd6 19. Bxf7 Rf8 20. Qxg4 Rxf7 21. Re1 Ne5 22. Rxe5 Kxe5 23. Qg5+ Ke6 24. Qe3+ Kd7 25. Qg5 h6 26. Qg4+ Kd8 27. Qe6 Re7 28. Qd6+ Ke8 29. Qb8+ Kf7 30. h4 Re1+ 31. Kh2 Re7 32. Qf4+ Ke8 33. c3 a5 34. a3 b5 35. b3 a4 36. bxa4 bxa4 37. Qxa4+ Kf8 38. Qf4+ Ke8 39. Qb8+ Kf7 40. Qf4+ Ke8 41. d4 g5 42. hxg5 hxg5 43. Qxg5 Rh7+ 44. Kg1 Rh1#
hdynsvyynsv,Tejas299,600,1-0,2021.01.01,1281,1171,A40,1. d4 e6 2. Nf3 Nf6 3. e3 Bb4+ 4. c3 Be7 5. Bd3 Nc6 6. b3 b6 7. O-O a5 8. Bb2 d5 9. a4 h5 10. Ne5 Bd6 11. f4 Bxe5 12. dxe5 Ng4 13. Rf3 Qh4 14. h3 f5 15. exf6 gxf6 16. c4 dxc4 17. bxc4 Bb7 18. Bg6+ Kf8 19. Qd7 Nce5 20. fxe5 Bxf3 21. Qf7#
jec71,Tejas299,600,1-0,2021.01.01,1180,1165,C30,1. e4 e5 2. f4 Nf6 3. fxe5 Nxe4 4. d3 Ng5 5. Bxg5 Qxg5 6. Nf3 Qf5 7. c3 Bc5 8. d4 Bb6 9. Bd3 d5 10. Bxf5
dummy0038,Tejas299,600,1-0,2021.01.01,1268,1204,C45,1. e4 e5 2. Nf3 Nc6 3. d4 Nf6 4. dxe5 Ng4 5. h3 Ngxe5 6. Nxe5 Nxe5 7. Qd5 d6 8. Nc3 Be6 9. Qb5+ c6 10. Qxb7 Bc4 11. Bxc4 Nxc4 12. Qxc6+ Qd7 13. Qxa8+ Ke7 14. Qd5
DanielGM1994,Tejas299,600,0-1,2021.01.01,1184,1227,C68,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6 5. Nc3 c5 6. d4 cxd4 7. Na4 Bb4+ 8. Bd2 Bxd2+ 9. Qxd2 d6 10. c4 Rb8 11. b3 c5 12. O-O Bg4 13. Qd3 Nf6 14. Nh4 Qd7 15. Nf5 g6 16. Ng7+ Kf8 17. f3 Be6 18. Nxe6+ Qxe6 19. Rae1 h5 20. Qd2 Rb4 21. Qd3 Rb8 22. a3 Ra8 23. Nb6 Rb8 24. Nd5 Nd7 25. Nc7 Qe7 26. Nd5 Qd8 27. a4 Rb7 28. Rb1 Qb8 29. Qd2 Rxb3 30. Rxb3 Qxb3
stevekovacs8745,Tejas299,600,1-0,2021.01.03,1265,1202,C26,1. e4 e5 2. Nc3 Nf6 3. a3 Bc5 4. h3 Nc6 5. Nf3 Bd4 6. d3 d6 7. Bg5 Be6 8. Be2 Bxc3+ 9. bxc3 b5 10. a4 bxa4 11. Rxa4 Qb8 12. O-O Qb5 13. Ra1 Qc5 14. Qd2 Nd7 15. Be3 Qb5 16. c4 Qb3 17. cxb3 Rb8 18. Bxa7 Rxb3 19. Bd1 Rb7 20. Be3 Nb6 21. Ba4 O-O 22. c5 Nxa4 23. Rxa4 dxc5 24. Bxc5 Bb3 25. Ra6 Nd8 26. Bxf8 f6 27. Be7 Nf7 28. Ra8+ Nd8 29. Rxd8+ Kf7 30. Bc5 g5 31. h4 gxh4 32. Nxh4 h5 33. Qh6 Ke6 34. Qxh5 Rb5 35. Qf5+ Kf7 36. Rd7+ Ke8 37. Rxc7 Kd8 38. Qc8#
benjaminaloysius,Tejas299,600,0-1,2021.01.12,1235,1223,C20,1. e4 e5 2. Qf3 Nf6 3. Bc4 d5 4. exd5 Nbd7 5. d3 Bc5 6. Bg5 h5 7. Nc3 Bd4 8. Nb5 Bxb2 9. Rb1 Bd4 10. Nxd4 exd4 11. Ne2 a5 12. Nxd4 Ne5 13. O-O Nxf3+
punitmahor,Tejas299,600,1-0,2021.01.12,1253,1223,C20,1. e4 e5 2. d3 Nc6 3. Nf3 Nd4 4. Nxe5 Bc5 5. c3 Ne6 6. Nf3 g5 7. Be3 Bxe3 8. fxe3 g4 9. Nd4 Qg5 10. Qe2 g3 11. h3 Ne7 12. Na3 c5 13. Nxe6 dxe6 14. Nc4 b5 15. Nd2 a5 16. Nf3 Qh6 17. Ne5 b4 18. c4 a4 19. Ng4 Qg5 20. Qf3 Bb7 21. Qxg3 b3 22. a3 Rd8 23. Kd2 f5 24. h4 Qf6 25. Nxf6+
DmOz0,Tejas299,600,1-0,2021.01.12,1209,1220,C42,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Nxe5 Qf6 5. O-O Qxe5 6. d3 Ng5 7. Re1 Ne4 8. Rxe4 Qe7 9. Rxe7+ Bxe7 10. Qf3 h5 11. Qxf7+ Kd8 12. Qxg7 Nc6 13. Qxh8+
Jeanless,Tejas299,600,1-0,2021.01.12,1245,1194,D00,1. d4 d5 2. Bf4 Nc6 3. Nf3 f6 4. h3 e5 5. dxe5 fxe5 6. Nxe5 Bc5 7. Nxc6 bxc6 8. Be5 Qe7 9. Bxg7 Qxg7 10. c3 Qf6 11. e3 Bf5 12. Bd3 Bxd3 13. Qxd3 Ne7 14. O-O Rf8 15. b4 Bd6 16. Nd2 Be5 17. Rac1 Nf5 18. f4 Bd6 19. g4 Ng3 20. Rfe1 Bxf4 21. exf4+ Kd7 22. Qxg3 Rae8 23. Kg2 Re4 24. Nxe4 dxe4 25. c4 Qd6 26. Rcd1 Kc8 27. Rxd6 cxd6
SplendidDaydream,Tejas299,600,1-0,2021.01.12,1265,1201,C40,1. e4 e5 2. Nf3 d5 3. exd5 Qxd5 4. Nc3 Qd8 5. Nxe5 Qd4 6. Qe2 Bd6 7. Ng6+ Be7 8. Nxh8 Bg4 9. f3 Bf5 10. Nb5 Qc5 11. a4 Bxc2 12. d4 Qc6 13. Qe5 Na6 14. Qxg7 Qe6+ 15. Qe5 Qxe5+ 16. dxe5 Bb4+ 17. Bd2 Bxd2+ 18. Kxd2 Bf5 19. Bc4 Rd8+ 20. Ke2 c6 21. Nc3 b5 22. axb5 cxb5 23. Bxb5+ Ke7 24. Bxa6 Nh6 25. Rhd1 Rxh8 26. Bd3 Bxd3+ 27. Rxd3 Rd8 28. Rxd8 Kxd8 29. Rxa7 Nf5 30. b4 Nd4+ 31. Kd3 Ne6 32. Rxf7 Ke8 33. Rxh7 Nf4+ 34. Kd4 Ne6+ 35. Kd5 Nf4+ 36. Kd6 Ng6 37. b5 Nf8 38. Rh8 Kf7 39. b6 Ne6 40. b7 Kg6 41. b8=Q Kf5 42. Qf8+ Kg5 43. Qf6#
AliMohammadrahimi,Tejas299,600,1-0,2021.01.12,1213,1189,B01,1. e4 d5 2. e5 d4 3. Nf3 c5 4. c3 dxc3 5. Nxc3 Bg4 6. Bc4 e6 7. h3 Bxf3 8. Qxf3 g5 9. d3 a6 10. O-O b5 11. Bb3 Bg7 12. Qxa8 Bxe5 13. Re1 Bxc3 14. bxc3 Ne7 15. c4 bxc4 16. Ba4+ Kf8 17. dxc4 Qa5 18. Qxb8+ Kg7 19. Bb2+ f6 20. Bxf6+ Kxf6 21. Qxh8+ Kg6 22. Bc2+ Kh6 23. Qxh7#
kunalchheda,Tejas299,600,1-0,2021.01.12,1149,1166,C20,1. e4 e5 2. Bc4 Bc5 3. Nf3 Nh6 4. h3 c6 5. Nxe5 d5 6. exd5 cxd5 7. Bb5+ Bd7 8. Bxd7+ Nxd7 9. Nxd7 Qxd7 10. O-O Bd6 11. d4 O-O 12. Bxh6 gxh6 13. Nc3 f5 14. Nxd5 f4 15. f3 b5 16. a3 a5 17. c3 Rf5 18. Nb6 Qb7 19. Nxa8 Qxa8 20. a4 bxa4 21. Rxa4 Qc6 22. b3 Qxc3 23. Qc1 Qe3+ 24. Qxe3 fxe3 25. Re1 Bf4 26. g4 Rb5 27. b4 axb4 28. Ra8+ Bb8 29. Rxe3 b3 30. Re8+ Kf7 31. Rexb8 Rxb8 32. Rxb8 Kg6 33. Rxb3 Kg5 34. Re3 Kf4 35. Kf2 Kg5 36. d5 Kf4 37. d6 Kg5 38. d7 Kf4 39. Re4+ Kg5 40. d8=Q+ Kg6 41. Qd6+ Kg5 42. f4+ Kh4 43. Qxh6#
xxnyss,Tejas299,600,1-0,2021.01.12,1135,1154,D07,1. d4 Nc6 2. c4 d5 3. Nc3 Nf6 4. Nf3 e5 5. Bg5 dxc4 6. e3 exd4 7. exd4 h6 8. Bh4 g5 9. Bg3 Bb4 10. Bxc4 Bxc3+ 11. bxc3 Bg4 12. O-O Bxf3 13. Qxf3 b5 14. Bxb5 Nd7 15. Bxc6 Rb8 16. Rfe1+ Kf8 17. Ba4 h5 18. Bb3 Rh7 19. Qf5 Rh6
kunmbz,Tejas299,600,1-0,2021.01.12,1150,1153,C24,1. e4 e5 2. Bc4 Nf6 3. Qf3 c6 4. Qb3 d5 5. exd5 cxd5 6. Bb5+ Bd7 7. Bxd7+ Nfxd7 8. Qxb7 Nb6 9. d4 exd4 10. c3 dxc3 11. Nxc3 Bb4 12. Be3 Bxc3+ 13. bxc3 g5 14. Bxb6 axb6 15. Qxa8 Nc6 16. Qxc6+ Kf8 17. O-O-O Qe7 18. Nf3 Qa3+ 19. Kb1 Qc5 20. Qh6+ Kg8 21. Rhe1 Qb5+ 22. Ka1 Qa4 23. Rxd5 Qc4 24. Rd8#
ChessMatheux,Tejas299,300,1-0,2021.01.12,848,794,B01,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 Nf6 5. Be2 Nc6 6. O-O e5 7. b3 Bb4 8. Bb2 Bxc3 9. Bxc3 Bg4 10. Nxe5 Nxe5 11. Bxe5 Ne4 12. Bxg4 f6 13. Bb2 g5 14. Re1 O-O 15. Rxe4 Qd5 16. Be6+ Qxe6 17. Rxe6
TT80,Tejas299,300,1-0,2021.01.12,764,688,C40,1. e4 e5 2. Nf3 f6 3. d4 Nc6 4. Nc3 Bb4 5. Bc4 Bxc3+ 6. bxc3 exd4 7. cxd4 Nge7 8. d5 Ne5 9. Nh4 Nxc4 10. Nf5 Nxf5 11. exf5 h5 12. O-O h4 13. Qe1+ Ne5 14. f4 Rh5 15. fxe5 fxe5 16. Qxe5+ Kf8 17. f6 gxf6 18. Rxf6+ Kg8 19. Rg6+ Kf8 20. Qxh5 c5 21. Qh8+ Ke7 22. Bg5+ Kf7
tambe2408,Tejas299,600,1-0,2021.01.12,1129,1142,C40,1. e4 e5 2. Nf3 d5 3. exd5 Qxd5 4. Bb5+ Qxb5 5. d3 Bg4 6. Nc3 Qb6 7. Be3 Qb4 8. a3 Qa5 9. h3 Bxf3 10. Qxf3 f6 11. Qxb7 Nd7 12. Qxa8+ Kf7 13. Qxa7 Bc5 14. Qxa5 Bxe3 15. fxe3 g5 16. Qd5+ Ke8 17. a4 Nb6 18. Qe6+ Ne7
koshi37,Tejas299,600,1-0,2021.01.12,1141,1132,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. O-O O-O 6. Nc3 d6 7. Bg5 h6 8. Bh4 g5 9. Bg3 Nh5 10. a3 Na5 11. Bd5 Nc6 12. Na4 Na5 13. Nxc5 dxc5 14. b4 cxb4 15. axb4 Nc6 16. b5 Nb4 17. Bxe5 c6 18. bxc6 bxc6 19. Bb3 Bg4 20. h3 Bxf3 21. Qxf3 Re8 22. Qxh5 Re7 23. Bf6 Qd6 24. Bxe7 Qxe7 25. Qxh6 Re8 26. Ra4 c5 27. Qh5 a6 28. Bc4 Kg7 29. Bxa6 Nxc2 30. Rc4 Nd4 31. Rb1 f5 32. exf5 Ne2+ 33. Kh1 Nf4 34. Rxf4 gxf4 35. Rb7 Qxb7 36. Bxb7 Re1+ 37. Kh2 Re7 38. Qg5+ Kf8 39. f6 Rxb7 40. Qh6+ Kf7 41. Qxf4 Rb6 42. Qc7+ Kxf6 43. Qxb6+ Ke5 44. Qxc5+ Kf4 45. Qd4+ Kg5 46. Qe4 Kf6 47. Kg3 Kg5 48. Qf4+ Kg6 49. Kg4 Kg7 50. Kg5 Kh7 51. Qf5+ Kg7 52. Qe6 Kf8 53. Qd7 Kg8 54. Kg6 Kf8 55. Qf7#
ElmooFR,Tejas299,600,1-0,2021.01.12,1169,1123,B27,1. e4 e5 2. Nf3 c5 3. Nxe5 d5 4. f3 dxe4 5. fxe4 Qe7 6. d4 cxd4 7. Qxd4 Nc6 8. Nxc6 bxc6 9. Nc3 c5 10. Qc4 Rb8 11. Bf4 Rxb2 12. Na4 Rb4 13. Qc3 Qxe4+ 14. Be3 Rxa4 15. Bb5+ Bd7 16. Bxa4 Bxa4 17. O-O-O c4 18. Rd4 Qxg2 19. Rhd1 a5 20. Rd8+ Ke7 21. Qe5#
